Word,ABBR,pronunciation,Meaning
شوینده ,ص- فا,شُ- یِ, پۊلَله-نیجَله (مذ)- پۊلَلي- نیجَلي(مو).
شوینده ,ص- فا,شُ- یِ, پۊلَله لَتري ښه تَچاست. مثلاً:  شامپو- صابون.
شیهه ,ا,شِ- هَ, گۉړو به وېڅۉݩ ښه تَچاست.
ص,صاد-  صوات,, اي باښ عربي الا به باښ او. عربي باښ میلي گي فارسي - پښتو الا که اتر گوسته او. نورستاني الا که نه او- کناسته عربي باښ بۊ ته سْکو میلي چیتراݩ گېاس.
صابر ,ص- فا,بِ, جیک اوده-جیک ایچَله- أپتار نه باله- صبر ایچَله.
صابون ,ا,, سی لَتري ښه تَچاست ته ادچام نیجۉݩ- جیت پۊلۉݩ- أجیت آو دَتۉݩ میلي لؤټېمیش. | لؤټَۇݩlüṭəw̃ - استعمال نمودن- به کار بردن- استفاده کردن.
صابی ,ص- فا,, سی جن ته تَنؤ دين که دوشت اوي که اؤرنگه دين که گېاس.
‎صابئين-  صا بئون ,ج,بِ, صابی باښ به جمع او. اېک مذهبي فرقه او. تېݩس به دین یهودي- مسیحیت به اېکݩتاو چاروېښ او. تېݩس به نؤشتره مرکز عراق به کلده ښار اوړي. تېݩس ښه اهل کتاب تَچې شته اوت. قرآن شریف که دي تېݩس به نام آسته او. سْکه نام میلي اېک اؤرنگه فرقه دي او. تی مامون الرشید به گېړي که حران ښار که اوشتیک نیشیک ایچاسئ- مُشرِک بُت پَرست اوړيت. مسلماناݩ به تَړاو کښاو که جیت څؤټوَلېݩ: صابئين اومیش تَچېت. | تَړاو کښاو taṛāw kaṣāw– کش وگیر-مزاحمت. |څؤټۉݩ cüṭũ- نجات یافتن-رهایی یافتن. | څؤټَۇݩ cüṭəw̃ - نجات دادن- رهایی دادن از دست کسی
صاحب,ص- فا,حِ, مېله ښݩټي- پَړَکۉݩ- ښݩټي- اۉپاري. فارسي الا که گي اوده -مَلوَه- مژآر معنا پرېاس.
صاحب امتیاز ,ص- فا,حِ- اِ, سی منښ ښه تَچاست ته دولت تَشو اېک معدن کۍ کس اؤرنگه لَتري لؤټَۇݩ کۍ چېري ایچۉݩ به حق پرېاس. صاحب امتیاز روزنامه گي سي منښ ښه تَچاست ته سی اخبار (روزنامه) ویږݩۉݩ به اجازه پرته سته او.
صاحب جاه ,ص,حِ, مقام اوده- اۊلَه مقام اوده.
صاحب خانه ,ص,حِ, اما اوده.
صاحب خرد ,ص,حِ- خِ, کؤشَله- کؤشَله منښ-کؤشَله بار اوده.سْکه داسته منښ ښه جَݩکۊۋ دي تَچاست. | جَݩکۊۋ jãköv– هوشیار- با تجربه-دارنده تجربه زنده گی.
صاحب خیر ,ص,حِ- خَ, گۉڙله دوشت اوده- سی ته اؤرنگاݩ ښه بوسته بار ایچاس.
صاحب دعوت ,ص,حِ- دَ- وَ, سی جن ته اؤرنگاݩ دین ښه کۍ سیاست ښه اڅ که گۉرگېاس.
صاحب دل ,ص,حِ- دِ,زو اوده- خدای زڙݩله جن-زو دېوَله-پَړَک اوده.
صاحب رای ,ص,حِ, بینَن اوده- بوسته بینَن اوده -جَݩکۊۋ- نظر اوده.
صاحب شدن ,مص,حِ- شُ, بَسۉݩ- اوده بۉݩ. بَسۉݩ باښ زَگه نه اوده منښ به اۉړته کۉڙ اۉپۉجي ته- تَشو ښه تَچاست.
صاحب غرض ,ص,حِ- غَ- رَ, ابْره ږۉکدَن اوده- أبؤړه تيي شته- بؤړو که مۉښ اوده.
صاحب قران , ص,حِ- قِ, کي جن اۉپۉجَله گېړي میلي دؤ تَره ترݩت بۊت ته- مُنَجِم تَشوښه بوسته طالع اوده تَچاست. امیر تیمور گرگاني به لقب دي صاحِب قِران اوړي.
صاحب قلم ,ص,حِ- قَ, بوسته چیتروَله- بوسته میرزا- ښه تَچاست.
صاحب قیاس ,ص,حِ- قِ,دین که بینَن اوده- کناسته مېلو که بوسته بینَن اوده.
صاحب مال ,ص,حِ, اېرا- مال اوده- مَلده.
صاحب منصب ,ص,حِ- مَ- صَ, مقام اوده- منصب اوده- دولت که اۊلَه مقام اوده. کلښه سْکه داسته مقام اوده منښ ښه اصطلاح که اۊلَه ښېې اوده- تَچاست.
صاحب نظر ,ص,حِ- نَ- ظَ, بوسته بینَن اوده- سی جن ته تَشو به بینَن میلي-تَشو به مېلو میلي اېک کوي پې گېاس.
صادر ,ص- فا,دِ, بېراله- بېر آله. اي باښ به مونث صادره او. صادرات گي سْکه باښ به جمع او.
صادرات ,ا,دِ, گول به جؤکې لَتري اؤرنگه گول ښه ښَچۉݩ- اؤرنگه گولې ښَچۉݩ لَتري ښه تَچاست.
صادق ,ص,دِ, لڙ نه پراله- پؤرېݩ تَچَله سته- اې ډؤي- تیرې منښ ښه تَچاست.
صادقانه ,ق- ص,دِ, پؤرېݩ- لڙ نه پْرېکې.
صارم ,ص- فا,رِ, کَې سته تَرویلي- ڇَڇَله سئ- شۉره اۉړته.
صاعد ,ص- فا,عِ, اوي آله- سی ته اوي گېاس- اوي تیاݩ اوي آله.
صاعقه ,ا,عِ, وین- سی وین ته کال ټرݩکي کناسته ټاو اۉ سَلیاس.
صاعقه آسا ,ص- ق,عِ, وین پْرؤ- وین به سَت - وین به سَت که.
صاف ,ص,, پْرَس-پْرَسې شته- سؤچه- پاک- پَلکنه- ښَکؤݩجه نه اوړي شته-پَلکنه سته- گټ نه اوده سته. | گټ gaṭ- خس وخاشاک.| زؤزگټ züzgaṭ– جنجال- دعوه- مشکل-پریشانی-پریشانی ها.
صاف شدن ,مص,, پْرَساݩۉݩ- اۉ پْرَساݩۉݩ.
صاف کردن ,مص,, پرَسَۇݩ-پَښۉݩ. | پَښۉݩ paṣũ- صاف کردن راه آب و آب رو- ثبوت کردن. مثلاً:  پَښې تَشو که اۉ کڅې.
صافکاری ,مص,, پرَسَۇݩ- ښَکؤݩجه اۉپرَسَۇݩ-ږمله ایچۉݩ-ږملَۇݩ- اوي اۉ لَس بۊسته بؤم اې پْرؤ ږَمَله ایچۉݩ.
صافی ,ص- فا,, پۊچو پْرؤ چیمو به لَتري ښه تَچاست. تِشو که شېلي مِۍ اؤښاو دَتياست-شېلي مَۍ دَریاس آو گي بېرې گېاس.
صافی ,ص,, چَلپچ-سی چَلپچ ته تَشو میلي ابره لاټ بۊ سته- أسؤتره بۊسته باڼي شؤنیاست.
صافی ,ا,, اېک گولیݩ به نام او- تی نؤشت کافر اوړيت. پَتم نیمچَه مسلمان بۊت. جورج بیلیو اېک انگریز محقق او. تَشو اۊنؤ به ۱۴۱ وېل نؤشت(۱۸۸۰ میلادي وېل) که صافي قوم به چیترې شته او:  تې گنداری قوم اوړیت. مسلمان تېݩس ښه کافر تچاسئت. تې مسلمان میلي مسلمان- کافر میلي کافر اوړیت. پَتم مسلماناݩ میلي وېشه بي نیمچه مسلمان بۊت. مسلماناݩ کاټ بۊ ښه گي-تې دِي مسلمان بۊت. اَکه مسلمان بۊ گنداری اېنېري دؤ مَټه اوت: ۱ – گنداری. ۲- صافي. تې سپروک که ۱۲۰۰۰ ماتر اوت. مَټه مَټه بي سوات- بَجور(باجوړ)- لغمان- تگاو که ویږاݩ گوسته اوت.تې کۉݩ میلي تینوت ته بوسته کویدؤمگر بوسته گي عسکر اوت.تې نۉگه مسلمان بي امْتره متعصب اوت.تېݩس کنې کیتي گي پیر- ولي- اخوند بۊ سته اوت.جورج بیلیو چیترې شته او- نیښټ بیاس ته صافي گنداري قوم اوت. (نژاد های افغانستان- مؤک ۸۰ مترېݩ). باجوړ که اوړي صافي وېتَري کۊنڙ اِی اۉتري پرېج گول(پېج) آسته اوت.اېرم صافی یمه پښتون اومیش تچاست.صافی کیتي فارسی کیتي گې پشتو الا میلي مېله مېله تیاست.سکو که نیښټ بیاس ته اکاݩ به الا اؤرنګه داسته اوړی- اېرم اروړي پشتو بۊ سته او. نؤشتره کلښه صافیݩ ښه سَمپي تَچاسئت.
صالح ,ص,لِ, بوسته- بوسته کوي اوده- ابْره کوي به ضد. سْکه باښ به مونث صالحه او.
صامت ,ا- ص,مِ, ڇا نه اوده- مېله نه ایچَله.
صانع ,ص- فا,نِ, گړَله- اؤجَوَله- سَرزَوَله- جؤکَوَله- سی جن ته اې کسؤ تَشو به دوشت میلي سَرزېاس.
صایب- صائب ,ا- فا,, تیری- پؤرېݩ- لادې.
صاید- صائد ,ص- فا,یِ, شیپڙݩ اېري- شیپڙݩ ایچَله.
صایم- صائم ,ص- فا,یِ, اورزه اوده- اورزه دَمله. اي باښ به مونث صائمه او.
صبا- باد صبا ,ا,صَ, سی دَمو ته سُوي وَۍاڅلي کڙݩ - ی اېاس.
صباح ,ا,صَ, ارؤپ اۊشَکې- ارؤپ دَړاپ.
صباحت ,ا,صَ- حَ, سَݩکۉݩ- تاتېي بۉݩ- سُوي ماس پېره بۉݩ-اینیک بینیک بۉݩ.
صبار ,ص- فا,صَ- بّ, اۊله بؤړه اوده-وَشَمه جېک اوده - صبراوده.
صباوت ,ص- ق,صَ- وَ, تَنمَنه بار-تَنمَنه اوړي - اېݩ- وَشتوک اوړي - اېݩ.
صبح ,ا,صُ- بْ, ږۉچ- ږۉچ گېړي - واس به نؤشتپرېن گېړي- ارؤپ- اوَرؤپ.
صبح آسا ,ص,, ږۉچ پْرؤ- ږۉچ پْرؤ سته- ارؤپ پْرؤسته.
صحانه- نان صبح ,ق- ص,, ارؤپ آر- ارؤپ اۊۋ- سی اۊۋ ته ارؤپ یېمیش.
صبح خیز ,ص- فا,صُ- بْ- خِ, ارؤپ اۊشَکی اوشتَله- سی جن ته ارؤپ اۊشَکې اوشتیاس. 
صبحدم ,ق,صُ- حْ- دَ, أږۉچ پَۍ- ږۉچ گېړي-دِي کشیري- ږۉچ ښَچه- ارؤپ دَړاپ.
صبحِ سعادت ,ا,صُ- بْ- سَ- دَ, بوسته ارووار وېنېسۉݩ- بوسته ارووار به نؤشت نۉکه- بوي آر.
صبح صادق ,ص- ق,صُ- بْ- دِ, پْرَس بي ږۉچ- ښه تَچاست.
صبح فام ,ص,, ارؤپ پْرؤ- ارؤپ وڙ بَتۉݩسته ویاݩس.
صبح کاذب ,ص,صُ- ذِ, ږۉچ که نؤشت بؤم ویاݩس- ښه تَچاست.
صبحگاه ,ا- ص,صُ- حْ, ارؤپ- ارؤپ دَړاپ- ارؤپ گېړي- ږۉچ- ږۉچ گېړي.
صبحگاهان ,ق,صُ, ارؤپ گېړي-ارؤپ ډَراپ- ارؤپ ښَچه- ږۉچ ښَچه.
صبح وار ,ص,صُ, ارؤپ پْرؤ- ارؤپ پْرؤسته.
صبر ,ا,صَ- بْ, جیک- أپْتار نه بۉݩ.
صبر کردن ,مص,, جیک ایچۉݩ- أپْتار نه بۉݩ.
صبغه ,ا,صِ- غَ, سی ټؤک ته تَشو میلي کسؤ ږۉۋیاست.
صبغة اللّه ,,صِ- غَ- تُ, خدای به دین.
صبور ,ص,صُ- بُ, جیک ایچَله-اۊله بؤړه اوده- أپتار نه باله جن ښه تَچاست.
صبی ,ا- مذ,صَ- بِ- یّ,وَړنگه- تَنمَنه- وَشتوک- څْکي- څْکي شته.
صبیه ,ا- مو,صَ- یَ, وَړنگي- وَړنگي شتي- څکي شتي.
صحایح- صحائح ,ج,صَ- یِ, تیری. صحیح به جمع او.
صحاب ,ج,صَ, صاحب باښ به جمع او.
صحابه ,ج,صَ- بَ, ښݩټي- اۉپاري اوده- میلېݩ اوشتیک نیشیک اوده. تی جن ته پیغمبر (ص) میلي نیشنه سته- اوشتي شته اوت.
صحابی ,ا- ص- مف,صَ- بِ- یّ, سی مسلمان ته پیغمبر(ص) میلي مېله مېله تینه سته وڙ. صَحابَه سْکو به اصلي باښ وڙ. مونث گي صحابیه وڙ.
صحاح ,ا,صَ, اؤج بۊسته- ساره بۊسته- دؤک پېسکي شته-اؤجَمه بۊسته .
صحاح ,ص,, اؤجې شته- تیری کوڙݩ سته- ساره- اؤج. | تیری tire– صحیح- درست - راست-مستقیم.
صحاح ,ج,صِ, تیری. صحیح باښ به جمع او.
صحاف ,ا- ص,صَ, کتاب شؤوَله - کتاب ابْره بۊستو سَرزَوَله- ابْره بۊسته کتابه جؤکَوَله.
صحافی ,ص- فا,, کتاب سَرزَوَله- کتاب وقایه ایچۉݩ سَرزَۇݩ.
صحبت ,ا,صُ- بَ, مېله مېله- مېله مېله تیۉݩ.
صحت ,ا,صِ- حَ, ساره- وېښ- اؤج- اَپراشت- بوي.
صحتمندی ,ص- ق,صِ- مَ, ساره بار-بوي بار- اؤج بار.
صحت یاب شدن ,مص,, اؤج بۉݩ-ساره بۉݩ-وې ارۉړۉݩ-وۍ بۉݩ- وېښ بۉݩ- بوي بۉݩ- اَپراشت بۉݩ.
صحرا ,ا,صَ,سی بؤم ته مؤټه – ی آو نه اوده سته او. آو- مؤټه نه اوده بؤم.
صحرا گرد ,ص- فا,صَ- گَ, صحرا که کرکَله- صحرا که تیله.
صحرا نشین ,ص,صَ- نَ, صحرا که اوشتیک نیشیک اوده-سی- تی جن ته صحرا که خیمو که اوشتیک نیشیک ایچاست.
صحن ,ا,صَ- حْ, گڙ-گۉښټېݩ اما به گڙ - شال به گڙ- شال به گۉښټېݩ.
صحیح ,ص,صَ- حِ, تیری- ساره- اؤج- ابْره نه اوړي شته- بوسته اوړي شته.
صحیفه ,ا,صَ- حِ- فَ,کتاب- وَشتوک کتاب- روزنامه- چي.
صخره ,ا,صَ- خْ- رَ, ډَکؤمه- -درڙݩ ډکؤله تؤن- اۊلَه درڙݩ-ککړه درڙݩ.
صد ,عد,صَ, پۉچ ویشي (۱۰۰).
صدا ,ا,," ڇا-چود-چوت. دا گول که ڇا به اۉݩکۉݩ ښه دِي تَچاست.نؤشتره ڇا ښه چوت تَچاسئ- اېنېري گی سَپروک چود تَچاست. | ڇا c̣ā– آواز-صدا-صدای خفیف-صدای انسان- پرنده ها. |چوت-چود čot,čod– صدای بلند مانند صدای تصادم دو چیز-صدای فیر و انفجار."
صدارت ,ا,, وَروۋ نیشۉݩ- صدراعظم به مقام ښه تَچاست.
صدا سنج ,ا,صَ- سَ, ڇا مېڅېن ایچَله- سی لَتري ته ڇا به مېڅېن ایچاس.
صداقت ,ا,صَ- قَ, ښݩټي بار که تیرې اۉݩ- اۉپاري که تیرې اۉݩ-اۉپاري که درۉۋټه بار نه ایچۉݩ.
صدا کردن ,مص,,ڇا کَښۉݩ-کي جن ښه ڇا کَښئ اڅ تَچۉݩ.
صدای حیوانات ,ص- ق,, وېڅۉݩ- گا ښا به وېڅۉݩ-چۉݩ پراماݩ به وېڅۉݩ- څۉݩ به وېڅۉݩ.
صدد ,ا,صَ- دَ, مؤک مؤکی- أبؤړه تَېک- أبؤړه دَمۉݩ.
صدر ,ا,صَ- دْ, زوټي- زو چَپڙ-لَتري به نؤشتار- کسؤ به اوي تیاݩ.
صدراعظم ,ا- ص,صَ- رِ- اَ, اۊلَه وزیر- وزیراݩ به دۊښټۊک.
صدر نشین ,ص- فا,صَ- دْ- نَ, وَروۋ نیشَله- سی ته سَپروک کنې وَروۋ نیشاس- اۊلَه مقام اوده.
صدق ,ا,صِ- دْ, پؤرېݩ مَترۉݩ- لڙ نه پْرۉݩ.
صدقات ,ج,صَ- دَ, صَدَقَه باښ به جمع او.
صدقه ,ا,صَ- دَ- قَ,سی ته خدای به رضا کتي أدوشت دَري مجبيݩ پرېاست. کلښه الا که صدقه باښ ښه اوِېي-پۉره- تَچاست. امي باښه اِېي تَنؤ جؤ - زَگاݩ ښه وَشَمه تَچاست. مثلاً:  تۉ ښه اوِېي بیم. تۉ که پۉره بیم. دؤ اَکه باښ به اصطلاحی معنا فارسي که- صدقه ات شوم- بیاس. اوِېيawei باښ اصلاً آوِېي او. یعنی آو چیت-کم آبي. پۉرهpurə باښ به معنا گي فارسی که بَلاگردان- فدا-ضمیمه معنا پْرېاس.مثلاً:  اېي تنؤ جؤ زگاݩ ښه تچاست
صدقه شدن ,مص,صَ- دَ- قَ,پۉره بۉݩ-اوِېي بۉݩ.
صدمه ,ا,صَ- دْ- مَ, دؤ لَتري به ډؤنگ بۉݩ- اندۊري بۉݩ.
صد هزار ,عد,صَ- هَ, پۉچ ویشي ازار-پۉچ ویشي پار ازار (۱۰۰۰۰۰).
صدیق ,ص,صِ- دِ, ښݩټي- بوسته ښݩټي- لڙ نه پراله- سی ته تَشو به آش – ی کوي اېک اوت. اي باښ به مونث صدیقه او.
صراحت ,ا,صَ- حَ, سؤچه- لؤړ بۉس نه اوړي شته- وڙݩاله .
صراحت لهجه ,ص,, -[صَ-لَ] نه چؤنېکې تَچۉݩ- مېله نه چؤنَۇݩ.
صراحی ,ا,صُ, شیشو به سی باڼي ته تَشو به گله وَشتوک- کؤڅ گي ویشتي سته تیاس.| باڼيbāṇi - ظرف.
صراط ,ا- ع,صِ, پۉݩت.
صراط المستقیم ,ص- ع,صِ- طُ- مُ-  تَ, تیرې پۉݩت- تیرتیرې پۉݩت- سی سۊۋ به نام او ته دوزخ که اپراشتی او- کېݩڅ کنې لېمڼه درگله او تچاست. بوسته عمل اوده تَشو که پې گې جنت که گېاست.
صراف ,ص,صَ- رّ, سون زڙݩله- سی ته چېري اؤرپَې نه چېري که پېسکېاس.
صرصر ,ا,صُ- رْ, سَنله دَمۉ- امْتره دَمۉ- نه پَتیۉݩ شیله دَمۉ-څَټله دَمۉ.
صرف ,ا,صَ- رْ, تَنؤ مال أدوشت دَري مجبي پْرؤݩ- اِنفاق ایچۉݩ.
صرف ,ا,صَ- رْ, صرف به علم. سی علم ته عربي باښ به اشتقاق مېله متراس.
صرف,ق,صِ- رْ, پوڙکېݩ-څۉڙݩ. مثلاً:  پوڙکېݩ ای جْن ښه ؛صرف برای یک نفر. څۉڙݩ اې یؤډ وَڅۍ میلي آړه ؛صرف با یک جوره کفش آمد.
صرف شدن ,مص,صَ- رْ, آله- اۉݩ- اوناو به اۉݩ- مصرف بۉݩ. مثلاً:  ویدیشه بار که اوناو- ښا به اۉݩ ښه تچاست.
صرف کردن, ص,صَ- کَ, اوناو پْرۉݩ- ښا مَراټ ایچۉݩ- مصرف ایچۉݩ.
